"","Site","Sample_ID","Replica","Season.x","Sampling_gear","Sub replica","Nb_particules","ID_particle","Shape","Color","IR_ID","Weight_mg","Length_mm","Largeur_mm","Area","Perim","L","H","W","CSF","Spher","Shapes","Code_station","Replicate","Season.y","Volume","Debit (m3/s)","NTU","river","IR_ID_bis","Flood","Sampling_event"
"1132","LAU","8-2-C2","2","C2","FILET","A",112,"35-E12","5","White","PS",0.045,1.211,0.978,0.908,3.464,1.211,0.978,1.0945,0.849491231206352,0.900372271030351,"sphere","LAU",2,"C2",45.10656,1.26,16.3,"Tributary","PS","Without","B3"
"1133","LAU","8-2-C2","2","C2","FILET","A",112,"35-F3","3","Black","PP",0.232,2.757,1.43,2.525,7.564,2.757,1.43,0.33,1.49920383497315,0.395966837556829,"fragment","LAU",2,"C2",45.10656,1.26,16.3,"Tributary","PP","Without","B3"
"1134","LAU","8-2-C2","2","C2","FILET","A",112,"35-F5","3","Black","PE",0.082,1.858,1.14,1.453,4.777,1.858,1.14,0.33,1.4558781447381,0.477649276185638,"fragment","LAU",2,"C2",45.10656,1.26,16.3,"Tributary","PE","Without","B3"
"1135","LAU","8-2-C2","2","C2","FILET","A",112,"35-F6","5","Black","Asphalt",0.973,2.045,1.369,2.083,5.436,2.045,1.369,1.707,0.732723349666579,0.823664057326098,"sphere","LAU",2,"C2",45.10656,1.26,16.3,"Tributary","others","Without","B3"
"1136","LAU","8-1-C3","1","C3","FILET","A",25,"35-F7","3","Blue","PE",0.197,1.182,0.791,0.677,3.174,1.182,0.791,0.33,1.26651627601612,0.571678452734397,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1137","LAU","8-1-C3","1","C3","FILET","A",25,"35-F9","3","Green","PE",0.232,1.271,0.811,0.73,3.249,1.271,0.811,0.33,1.25225019789914,0.549221965045539,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1138","LAU","8-1-C3","1","C3","FILET","A",25,"35-F10","3","Black","PS",0.197,2.738,1.846,4.322,8.147,2.738,1.846,0.33,1.94203925800293,0.433137962894754,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PS","With","B4"
"1139","LAU","8-1-C3","1","C3","FILET","A",25,"35-F11","3","Yellow","PP",0.107,2.891,1.559,2.859,6.669,2.891,1.559,0.33,1.59611838256986,0.394840133953831,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PP","With","B4"
"1140","LAU","8-1-C3","1","C3","FILET","A",25,"35-G1","3","Red","PE",0.42,1.481,1.075,1.027,4.271,1.481,1.075,0.33,1.53770832306687,0.544842230705871,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1141","LAU","8-1-C3","1","C3","FILET","A",25,"35-G2","3","Black","PE",1.004,1.756,1.392,1.803,5.403,1.756,1.392,0.33,1.82860544890401,0.530112506961153,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1142","LAU","8-1-C3","1","C3","FILET","A",25,"35-G4","5","White","PS",0.528,2.92,2.528,5.437,8.517,2.92,2.528,2.724,0.896359224638242,0.931264018483873,"sphere","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PS","With","B4"
"1143","LAU","8-1-C3","1","C3","FILET","A",25,"35-G5","3","Black","PP",0.491,3.003,1.023,2.068,8.562,3.003,1.023,0.33,1.02763999340428,0.33452324662735,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PP","With","B4"
"1144","LAU","8-1-C3","1","C3","FILET","A",25,"35-G6","3","Red","PE",0.311,1.975,1.412,1.655,4.992,1.975,1.412,0.33,1.7490175882403,0.492498386729134,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1145","LAU","8-1-C3","1","C3","FILET","A",25,"35-G7","3","Yellow","PP",0.246,4.443,1.848,5.981,10.602,4.443,1.848,0.33,1.52618380348687,0.313776990605083,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PP","With","B4"
"1146","LAU","8-1-C3","1","C3","FILET","A",25,"35-G8","3","White","PS",0.969,4.433,3.644,9.378,12.271,4.433,3.644,0.33,3.0128154703348,0.39406295997878,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PS","With","B4"
"1147","LAU","8-1-C3","1","C3","FILET","A",25,"35-G9","3","White","PE",0.575,2.014,1.373,1.442,5.146,2.014,1.373,0.33,1.68416188409641,0.481602258490017,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1148","LAU","8-1-C3","1","C3","FILET","A",25,"35-G10","3","Black","PE",0.106,1.795,1.418,1.369,4.485,1.795,1.418,0.33,1.84241319140329,0.525638404392055,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1149","LAU","8-1-C3","1","C3","FILET","A",25,"35-G11","3","Black","PE",0.565,2.223,1.308,1.896,5.523,2.223,1.308,0.33,1.52714770097759,0.443691306573615,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1150","LAU","8-1-C3","1","C3","FILET","A",25,"35-G12","3","Black","PS",0.055,1.658,1.107,1.163,4.334,1.658,1.107,0.33,1.49657466122997,0.510306189723994,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PS","With","B4"
"1151","LAU","8-1-C3","1","C3","FILET","A",25,"35-H1","3","Blue","PE",0.147,2.168,0.48,0.787,5.402,2.168,0.48,0.33,0.567485316137963,0.323007203036498,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1152","LAU","8-1-C3","1","C3","FILET","A",25,"35-H2","3","Black","PE",0.864,3.576,0.691,2.25,7.779,3.576,0.691,0.33,0.636095498773916,0.261255628496007,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1153","LAU","8-1-C3","1","C3","FILET","A",25,"35-H3","3","Black","PP",0.108,1.965,0.788,0.723,3.316,1.965,0.788,0.33,0.978561150941291,0.406853774396162,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PP","With","B4"
"1154","LAU","8-1-C3","1","C3","FILET","A",25,"35-H4","3","Blue","PE",0.131,1.104,0.897,0.511,3.212,1.104,0.897,0.33,1.4861099310861,0.623911147620659,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PE","With","B4"
"1155","LAU","8-1-C3","1","C3","FILET","A",25,"35-H6","3","Black","PS",0.04,1.223,0.625,0.43,2.924,1.223,0.625,0.33,0.983806797376541,0.516630863946303,"fragment","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PS","With","B4"
"1156","LAU","8-1-C3","1","C3","FILET","A",25,"35-H7","5","Black","PP",0.102,0.754,0.79,0.401,2.406,0.754,0.79,0.772,1.03545866841908,1.02368710645657,"sphere","LAU",1,"C3",95.17248,2.75,4.6,"Tributary","PP","With","B4"
"1157","LAU","8-2-C4","2","C4","FILET","B",34,"35-H8","3","Black","PE",0.248,2.667,1.064,1.576,5.659,2.667,1.064,0.33,1.13415692841883,0.366834223033549,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1158","LAU","8-2-C4","2","C4","FILET","B",34,"35-H9","3","Blue","PE",0.891,3.871,1.406,3.408,9.108,3.871,1.406,0.33,1.24398964440806,0.314015418291133,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1159","LAU","8-2-C4","2","C4","FILET","B",34,"35-H10","1","Black","PP",0.05,2.027,0.211,0.447,4.511,2.027,0.211,0.211,0.322637135591906,0.221285252308739,"line","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1160","LAU","8-2-C4","2","C4","FILET","B",34,"35-H12","3","Black","PE",0.166,1.662,0.857,0.994,3.936,1.662,0.857,0.33,1.15719977959968,0.467818696269382,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1161","LAU","8-2-C4","2","C4","FILET","B",34,"36-A1","3","Blue","PE",0,1.072,0.727,2.597,0.439,1.072,0.727,0.33,1.22230629447839,0.593225202615143,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1162","LAU","8-2-C4","2","C4","FILET","B",34,"36-A2","3","White","PP",0.445,1.641,0.982,4.118,1.081,1.641,0.982,0.33,1.33444361285026,0.493707155704566,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1163","LAU","8-2-C4","2","C4","FILET","B",34,"36-A3","5","White","PS",0.36,2.538,2.302,7.754,4.569,2.538,2.302,2.42,0.928863350191356,0.952750422248857,"sphere","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1164","LAU","8-2-C4","2","C4","FILET","B",34,"36-A4","3","White","PP",0.126,1.454,0.729,3.828,0.835,1.454,0.729,0.33,1.05241821251595,0.484586024673734,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1165","LAU","8-2-C4","2","C4","FILET","B",34,"36-A6","5","Grey","PS",1.313,4.077,2.913,11.531,9.018,4.077,2.913,3.495,0.771696514805731,0.849249723091657,"sphere","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1166","LAU","8-2-C4","2","C4","FILET","B",34,"36-A7","3","Blue","PE",1.208,4.19,1.333,9.711,4.232,4.19,1.333,0.33,1.13361652471649,0.292620904090218,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1167","LAU","8-2-C4","2","C4","FILET","B",34,"36-A8","3","White","PP",0,3.185,1.292,9.968,4.245,3.185,1.292,0.33,1.26023293523229,0.347684924367245,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1168","LAU","8-2-C4","2","C4","FILET","B",34,"36-A9","3","Blue","PE",0.069,0.937,0.619,2.81,0.453,0.937,0.619,0.33,1.11317612619646,0.615047233033698,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1169","LAU","8-2-C4","2","C4","FILET","B",34,"36-A10","1","White","PP",0.271,3.363,0.381,7.328,1.335,3.363,0.381,0.381,0.336588329916325,0.234134496413916,"line","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1170","LAU","8-2-C4","2","C4","FILET","B",34,"36-A11","1","Black","PE",0.398,2.705,0.526,8.444,1.821,2.705,0.526,0.526,0.440970195697544,0.335644073447422,"line","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1171","LAU","8-2-C4","2","C4","FILET","B",34,"36-B2","3","Black","PE",0.068,1.41,0.679,3.484,0.67,1.41,0.679,0.33,0.995412861845585,0.483038591835089,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1172","LAU","8-2-C4","2","C4","FILET","B",34,"36-B3","5","White","PS",0.274,4.019,2.657,10.941,8.284,4.019,2.657,3.338,0.725419766373026,0.818868109707246,"sphere","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1173","LAU","8-2-C4","2","C4","FILET","B",34,"36-B4","3","Black","PE",1.07,2.903,1.433,6.841,2.679,2.903,1.433,0.33,1.46408301561364,0.382844153734791,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1174","LAU","8-2-C4","2","C4","FILET","B",34,"36-B5","3","White","PP",0.342,2.306,1.795,6.72,2.931,2.306,1.795,0.33,2.05767997679644,0.481156764256984,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1175","LAU","8-2-C4","2","C4","FILET","B",34,"36-B6","5","White","PS",0.281,2.24,1.961,6.765,3.437,2.24,1.961,2.1005,0.904049565018309,0.936342524659162,"sphere","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1176","LAU","8-2-C4","2","C4","FILET","B",34,"36-B7","3","Black","PS",0.256,2.432,1.452,6.165,2.309,2.432,1.452,0.33,1.62079415232488,0.432697585385981,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1177","LAU","8-2-C4","2","C4","FILET","B",34,"36-B8","3","White","PP",1.388,2.654,1.311,6.928,2.608,2.654,1.311,0.33,1.40086170253357,0.39455261988451,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1178","LAU","8-2-C4","2","C4","FILET","B",34,"36-B9","1","Black","PE",0.146,3.077,0.321,6.607,0.793,3.077,0.321,0.321,0.322989770643284,0.221607790702332,"line","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PE","Without","B5"
"1179","LAU","8-2-C4","2","C4","FILET","B",34,"36-B10","3","Black","PP",0.029,0.933,0.364,2.399,0.267,0.933,0.364,0.33,0.655999626093787,0.516754196313551,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1180","LAU","8-2-C4","2","C4","FILET","B",34,"36-B11","3","Black","PS",0.089,1.768,1.283,4.287,1.196,1.768,1.283,0.33,1.67968775460459,0.5135609871418,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1181","LAU","8-2-C4","2","C4","FILET","B",34,"36-B12","3","Black","PP",0.039,1.197,0.406,2.749,0.332,1.197,0.406,0.33,0.645984337785511,0.453889940402252,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1182","LAU","8-2-C4","2","C4","FILET","B",34,"36-C1","3","Black","PS",0.088,2.527,1.858,6.646,2.886,2.527,1.858,0.33,2.03463316236197,0.457913086513416,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1183","LAU","8-2-C4","2","C4","FILET","B",34,"36-C2","3","Black","PS",0.082,2.462,1.648,6.26,2.458,2.462,1.648,0.33,1.82833685252711,0.447677241397804,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1184","LAU","8-2-C4","2","C4","FILET","B",34,"36-C3","3","White","PS",0.122,3.148,0.915,5.676,1.775,3.148,0.915,0.33,0.897732116237338,0.31233586916723,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PS","Without","B5"
"1185","LAU","8-2-C4","2","C4","FILET","B",34,"36-C4","3","Black","PP",0.163,1.396,0.817,5.033,0.993,1.396,0.817,0.33,1.20371141060651,0.517195876023835,"fragment","LAU",2,"C4",29.75616,1.14,13.4,"Tributary","PP","Without","B5"
"1186","LAU","8-3-C","3","C","FILET","F",66,"36-C6","1","Green","PP",0.095,2.471,0.723,1.096,5.133,2.471,0.723,0.723,0.540919671911594,0.440734486674127,"line","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1187","LAU","8-3-C","3","C","FILET","F",66,"36-C7","3","White","PS",0.037,1.791,1.429,1.784,5.111,1.791,1.429,0.33,1.85877775297485,0.527778464969166,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1188","LAU","8-3-C","3","C","FILET","F",66,"36-C8","3","White","PS",0.047,1.496,0.317,0.486,3.626,1.496,0.317,0.33,0.451166136986346,0.36022181076909,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1189","LAU","8-3-C","3","C","FILET","F",66,"36-C9","3","Black","PE",0.022,4.036,0.083,0.671,15.199,4.036,0.083,0.33,0.0719193152276499,0.118913156028548,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1190","LAU","8-3-C","3","C","FILET","F",66,"36-C10","1","Black","PP",0.066,1.819,0.454,0.814,4.388,1.819,0.454,0.454,0.499587515397959,0.396413804028045,"line","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1191","LAU","8-3-C","3","C","FILET","F",66,"36-C11","3","Blue","PE",0.163,4.091,2.381,5.972,12.313,4.091,2.381,0.33,2.04921575268921,0.360748714418326,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1192","LAU","8-3-C","3","C","FILET","F",66,"36-C12","2","Green","PE",0.226,2.168,0.069,0.332,7.751,2.168,0.069,0.08,0.165681668053986,0.105505113088212,"film","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1193","LAU","8-3-C","3","C","FILET","F",66,"36-D2","3","Green","PP",0.239,1.561,0.573,0.815,3.917,1.561,0.573,0.33,0.798355277448795,0.426534585760599,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1194","LAU","8-3-C","3","C","FILET","F",66,"36-D3","3","Blue","PE",0.082,1.97,0.592,0.725,4.769,1.97,0.592,0.33,0.734229151774701,0.369233472566639,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1195","LAU","8-3-C","3","C","FILET","F",66,"36-D4","3","Black","PE",0.087,1.914,0.458,0.843,4.835,1.914,0.458,0.33,0.576285299591105,0.345540149648271,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1196","LAU","8-3-C","3","C","FILET","F",66,"36-D6","3","Black","PP",0.097,1.337,0.503,0.526,3.804,1.337,0.503,0.33,0.757260513272553,0.452834704923488,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1197","LAU","8-3-C","3","C","FILET","F",66,"36-D7","3","Black","PE",0.048,1.48,0.439,0.334,4.304,1.48,0.439,0.33,0.628169278217776,0.404406700899734,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1198","LAU","8-3-C","3","C","FILET","F",66,"36-D8","3","Black","PE",0.021,2.2,1.258,1.812,6.243,2.2,1.258,0.33,1.47642819682695,0.441011322619545,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1199","LAU","8-3-C","3","C","FILET","F",66,"36-D9","3","Black","PE",0.279,3.614,1.704,4.179,10.281,3.614,1.704,0.33,1.56033750088483,0.350484711180894,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1200","LAU","8-3-C","3","C","FILET","F",66,"36-D11","3","White","PS",0.164,1.445,0.411,0.423,3.464,1.445,0.411,0.33,0.595183562264774,0.40198207641929,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1201","LAU","8-3-C","3","C","FILET","F",66,"36-D12","3","Black","PP",0.0442,1.373,0.307,0.262,3.083,1.373,0.307,0.33,0.456085365234338,0.377372643096348,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1202","LAU","8-3-C","3","C","FILET","F",66,"36-E1","3","Blue","PS",0.088,3.263,2.783,6.903,9.561,3.263,2.783,0.33,2.68193161292799,0.441839290548007,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1203","LAU","8-3-C","3","C","FILET","F",66,"36-E2","5","White","PS",0.55,2.563,0.41,0.903,7.041,2.563,0.41,1.4865,0.210052133418105,0.452706975108817,"sphere","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1204","LAU","8-3-C","3","C","FILET","F",66,"36-E3","3","Black","PP",0.079,3.582,0.191,0.549,7.578,3.582,0.191,0.33,0.175676474167122,0.169993395235123,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1205","LAU","8-3-C","3","C","FILET","F",66,"36-E4","1","Green","PE",0.091,1.13,0.95,0.561,3.558,1.13,0.95,0.95,0.916901284000502,0.890765608827683,"line","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1206","LAU","8-3-C","3","C","FILET","F",66,"36-E5","2","Blue","PE",0.032,0.806,0.656,0.334,2.206,0.806,0.656,0.08,2.58339803542336,0.43228939444652,"film","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1207","LAU","8-3-C","3","C","FILET","F",66,"36-E6","2","Blue","PP",0.043,1.235,0.535,0.543,3.293,1.235,0.535,0.08,1.70206174096021,0.303880816474702,"film","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1208","LAU","8-3-C","3","C","FILET","F",66,"36-E7","3","Black","PE",0.024,1.094,0.407,0.287,2.514,1.094,0.407,0.33,0.677374398367462,0.48234513408353,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1209","LAU","8-3-C","3","C","FILET","F",66,"36-E8","3","Black","PP",0.035,1.657,1.49,1.825,5.102,1.657,1.49,0.33,2.01496749347079,0.563661532588939,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1210","LAU","8-3-C","3","C","FILET","F",66,"36-E9","3","White","PS",0.134,1.647,1.384,1.12,4.852,1.647,1.384,0.33,1.87729412314098,0.552188821512761,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1211","LAU","8-3-C","3","C","FILET","F",66,"36-E10","3","Black","PE",0.179,4.756,0.99,2.264,12.17,4.756,0.99,0.33,0.790236893717167,0.243531502118514,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1212","LAU","8-3-C","3","C","FILET","F",66,"36-E11","3","Black","PP",0.425,1.439,1.312,1.304,4.308,1.439,1.312,0.33,1.90391023320174,0.593529162336381,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1213","LAU","8-3-C","3","C","FILET","F",66,"36-F1","5","White","PS",1.747,2.592,1.066,1.625,6.213,2.592,1.066,1.829,0.489590354768541,0.662064505621761,"sphere","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1214","LAU","8-3-C","3","C","FILET","F",66,"36-F2","3","Black","PP",0.436,1.054,0.26,0.213,2.369,1.054,0.26,0.33,0.44085530640395,0.425861803229217,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1215","LAU","8-3-C","3","C","FILET","F",66,"36-F3","2","Blue","PE",0,2.42,1.77,3.357,6.712,2.42,1.77,0.08,4.02272727272727,0.289163966771358,"film","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1216","LAU","8-3-C","3","C","FILET","F",66,"36-F4","5","White","PS",0.238,2.227,0.316,0.668,4.98,2.227,0.316,1.2715,0.187788413047717,0.432700772974275,"sphere","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1217","LAU","8-3-C","3","C","FILET","F",66,"36-F6","3","White","Polydienes",0.137,2.602,1.341,1.939,6.457,2.602,1.341,0.33,1.4471653709679,0.402818472027351,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","others","Without","B1"
"1218","LAU","8-3-C","3","C","FILET","F",66,"36-F7","3","Black","PE",0.322,2.368,1.685,3.179,8.119,2.368,1.685,0.33,1.90612811099146,0.46286053144552,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1219","LAU","8-3-C","3","C","FILET","F",66,"36-F8","3","White","Polydienes",0.208,2.103,1.849,2.978,6.845,2.103,1.849,0.33,2.21952634787098,0.516722574342658,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","others","Without","B1"
"1220","LAU","8-3-C","3","C","FILET","F",66,"36-F10","5","Black","PE",1.33,2.834,1.594,3.081,8.397,2.834,1.594,2.214,0.636355183177535,0.760248223397033,"sphere","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1221","LAU","8-3-C","3","C","FILET","F",66,"36-F12","3","Black","PE",0.088,1.254,0.48,0.466,3.022,1.254,0.48,0.33,0.746166074243748,0.465286053054221,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1222","LAU","8-3-C","3","C","FILET","F",66,"36-G1","3","Grey","PP",0.059,2.07,1.823,3.061,6.399,2.07,1.823,0.33,2.20569026291977,0.519740594923399,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1223","LAU","8-3-C","3","C","FILET","F",66,"36-G2","5","White","PS",0.154,1.232,0.922,1.05,4.236,1.232,0.922,1.077,0.800419601399073,0.86811062077052,"sphere","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1224","LAU","8-3-C","3","C","FILET","F",66,"36-G3","3","Green","PE",0.312,3.522,0.152,0.759,7.741,3.522,0.152,0.33,0.140991178990493,0.159316078609539,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1225","LAU","8-3-C","3","C","FILET","F",66,"36-G5","5","Green","PE",0,1.235,0.834,0.802,3.375,1.235,0.834,1.0345,0.737848713417675,0.827029263442866,"sphere","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1226","LAU","8-3-C","3","C","FILET","F",66,"36-G6","3","Black","PE",0.645,1.285,0.991,0.821,3.39,1.285,0.991,0.33,1.52182642426969,0.582899630038106,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1227","LAU","8-3-C","3","C","FILET","F",66,"36-G8","3","Black","PE",0.106,0.731,0.517,0.328,2.218,0.731,0.517,0.33,1.05262791897029,0.683475958976451,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1228","LAU","8-3-C","3","C","FILET","F",66,"36-G9","3","Black","PE",0.044,1.561,0.939,1.002,4.016,1.561,0.939,0.33,1.30829948608101,0.502872525655659,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1229","LAU","8-3-C","3","C","FILET","F",66,"36-G11","3","Black","PE",1.817,1.039,0.424,0.319,2.5,1.039,0.424,0.33,0.724104277299894,0.506076573136164,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1230","LAU","8-3-C","3","C","FILET","F",66,"36-G12","3","Black","PP",0.058,1.892,1.274,2.165,5.986,1.892,1.274,0.33,1.61232241613746,0.489719090868027,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1231","LAU","8-3-C","3","C","FILET","F",66,"36-H1","2","Red","PP",0.102,0.794,0.768,0.426,2.527,0.794,0.768,0.08,3.04723519233097,0.460189530487774,"film","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PP","Without","B1"
"1232","LAU","8-3-C","3","C","FILET","F",66,"36-H3","3","White","PS",0.739,2.015,0.77,1.242,4.816,2.015,0.77,0.33,0.944270082349421,0.397025304981881,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PS","Without","B1"
"1233","LAU","8-3-C","3","C","FILET","F",66,"36-H5","3","Black","PE",0.135,1.181,0.428,0.246,2.667,1.181,0.428,0.33,0.685585857555759,0.466107371345568,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1234","LAU","8-3-C","3","C","FILET","F",66,"36-H6","3","Green","PE",0.066,1.573,0.754,0.931,4.15,1.573,0.754,0.33,1.04652598109217,0.465024620314884,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
"1235","LAU","8-3-C","3","C","FILET","F",66,"36-H7","3","Red","PE",0.145,1.64,0.591,0.859,4.283,1.64,0.591,0.33,0.803357008664447,0.417001779451237,"fragment","LAU",3,"C",120.59904,1.9,16.2,"Tributary","PE","Without","B1"
